vehicle_type,speed,heading,zone_type,gps_confidence,road_health,distance_to_polygon,hour_of_day,risk_category
Lorry,102.5,260.4,RoadBlock,0.997,79.4,0.0,1,HIGH
Bike,106.7,85.9,None,0.896,32.5,2958.0,7,MEDIUM
Ambulance,47.1,148.7,None,0.856,51.9,2584.2,7,LOW
Auto,21.2,218.2,School,0.826,59.0,0.0,16,MEDIUM
Auto,109.2,226.5,Hospital,0.579,24.1,0.0,8,HIGH
Car,39.0,231.4,School,0.513,11.9,199.7,2,MEDIUM
Bus,102.1,43.0,Bridge,0.776,30.1,0.0,21,MEDIUM
Police,32.1,13.7,None,0.585,64.0,552.1,23,LOW
Car,34.8,255.9,None,0.971,82.9,1461.4,0,LOW
Container,12.7,301.0,None,0.838,61.0,2036.5,17,LOW
Truck,58.6,53.0,None,0.53,22.8,1809.2,15,MEDIUM
Ambulance,50.5,81.4,Bridge,0.98,57.1,0.0,1,LOW
Auto,90.3,20.4,None,0.772,73.2,2800.0,21,LOW
Ambulance,52.0,162.6,Construction,0.78,65.6,0.0,23,MEDIUM
Police,109.3,58.7,Hospital,0.81,69.9,0.0,16,HIGH
Container,27.4,161.7,Hospital,0.632,78.9,5.0,19,MEDIUM
Container,56.9,205.9,None,0.903,72.4,1581.9,10,LOW
Auto,36.6,84.3,None,0.939,62.4,1151.2,4,LOW
Lorry,101.2,178.0,None,0.637,62.5,2674.0,21,MEDIUM
Container,83.9,311.4,RoadBlock,0.953,50.4,0.0,7,HIGH
Ambulance,42.3,79.6,School,0.844,11.4,0.0,10,MEDIUM
Auto,44.0,8.1,None,0.803,58.6,2892.1,9,LOW
Tanker,22.2,104.1,None,0.959,17.8,1002.7,13,LOW
Car,28.5,139.5,Construction,0.907,36.7,0.0,17,MEDIUM
Car,26.9,338.4,Flood,0.797,29.5,57.7,17,MEDIUM
Bike,13.7,258.9,Flood,0.455,24.8,0.0,20,MEDIUM
Police,61.3,14.7,None,0.653,10.0,312.5,0,MEDIUM
Ambulance,101.7,274.8,Flood,0.447,85.8,0.0,16,HIGH
Truck,43.1,118.2,None,0.996,33.9,2835.5,8,LOW
Bus,108.5,188.8,None,0.949,29.2,2272.6,7,MEDIUM
Container,22.4,344.7,RoadBlock,0.845,82.2,0.0,9,MEDIUM
Lorry,100.6,79.3,None,0.312,19.3,1106.6,14,MEDIUM
Tanker,46.9,172.0,Hospital,0.983,77.7,0.0,19,MEDIUM
Bike,89.3,355.4,Flood,0.584,68.9,139.4,22,MEDIUM
Bike,31.0,91.7,Construction,0.985,90.9,59.7,13,LOW
Bus,106.3,169.9,None,0.906,85.9,2239.2,11,MEDIUM
Tanker,97.3,211.5,None,0.713,45.4,2816.1,3,MEDIUM
Car,70.4,300.7,None,0.454,63.7,1266.9,19,LOW
Car,16.5,148.4,None,0.781,11.6,1685.6,13,LOW
Car,52.7,320.6,Hospital,0.721,14.1,0.0,17,MEDIUM
Bus,7.5,11.0,None,0.79,39.4,615.4,2,LOW
Bus,101.9,272.1,RoadBlock,0.876,86.7,0.0,18,HIGH
Ambulance,68.8,141.5,Hospital,0.639,98.2,0.0,2,MEDIUM
Tanker,27.4,36.7,None,0.346,56.0,1974.7,0,MEDIUM
Ambulance,13.9,243.1,None,0.909,95.5,1703.9,10,LOW
Tanker,102.2,247.4,None,0.747,82.4,1894.6,12,MEDIUM
Tanker,63.8,328.5,Accident,0.97,49.4,0.0,14,HIGH
Lorry,80.6,349.7,None,0.899,33.8,809.0,12,MEDIUM
Car,46.2,50.3,Construction,0.888,82.4,78.5,2,LOW
Car,78.0,270.8,None,0.905,67.9,2062.6,15,LOW
Lorry,60.7,76.3,None,0.909,44.2,1528.6,15,MEDIUM
Tanker,3.3,212.9,Bridge,0.896,79.2,0.0,17,MEDIUM
Truck,86.8,250.9,None,0.738,51.1,477.4,13,MEDIUM
Bus,54.3,158.4,None,0.99,14.2,1373.5,3,MEDIUM
Bus,38.2,199.4,None,0.783,51.0,1611.6,21,LOW
Ambulance,53.5,139.9,None,0.829,34.8,2849.6,0,LOW
Ambulance,89.1,245.8,None,0.818,13.5,943.9,11,MEDIUM
Ambulance,5.7,204.5,Flood,0.476,78.0,0.0,8,MEDIUM
Auto,16.5,100.6,None,0.889,86.3,1983.2,13,LOW
Police,17.4,200.2,None,0.751,83.5,2276.2,19,LOW
Police,61.7,41.7,Hospital,0.855,87.7,91.8,5,MEDIUM
Lorry,46.1,34.4,None,0.96,65.2,839.6,0,LOW
Truck,86.9,55.2,None,0.499,68.9,795.8,16,MEDIUM
Tanker,69.4,148.9,Flood,0.515,40.7,0.0,7,HIGH
Tanker,81.5,57.6,RoadBlock,0.658,36.0,0.0,1,HIGH
Ambulance,105.1,53.5,None,0.868,21.1,1961.9,17,MEDIUM
Truck,73.6,238.4,Flood,0.888,30.0,0.0,10,HIGH
Ambulance,103.5,298.1,None,0.778,75.9,2936.4,19,LOW
Container,21.4,181.1,Accident,0.54,64.2,0.0,8,HIGH
Bus,15.2,122.0,School,0.629,52.8,0.0,21,HIGH
Tanker,47.2,70.0,Hospital,0.865,76.4,0.0,3,HIGH
Auto,47.2,292.2,None,0.976,55.4,1353.4,6,LOW
Truck,28.9,169.6,Flood,0.848,78.4,0.0,7,MEDIUM
Ambulance,40.7,257.2,Bridge,0.949,91.2,0.0,7,LOW
Auto,37.3,182.7,None,0.804,20.4,1626.7,16,LOW
Bike,8.5,56.2,Accident,0.819,27.9,199.7,2,MEDIUM
Tanker,38.2,324.9,None,0.865,42.4,2510.0,17,LOW
Ambulance,81.9,99.3,None,0.756,69.2,2047.9,8,MEDIUM
Car,18.6,214.1,None,0.57,46.6,2660.5,3,LOW
Car,42.5,152.4,Accident,0.996,60.0,0.0,5,MEDIUM
Container,71.9,91.5,None,0.966,64.3,727.5,6,LOW
Tanker,97.3,165.4,Hospital,0.759,86.6,99.5,5,MEDIUM
Car,100.7,36.6,Construction,0.788,51.1,192.3,12,MEDIUM
Auto,69.7,231.2,None,0.885,38.4,2482.6,0,MEDIUM
Lorry,72.2,357.4,None,0.579,23.8,1340.1,4,MEDIUM
Bike,42.2,351.9,None,0.731,18.5,2636.6,1,MEDIUM
Lorry,32.2,124.0,Accident,0.837,46.8,0.0,22,HIGH
Auto,37.4,10.9,None,0.585,72.5,663.3,17,LOW
Auto,13.3,187.0,Hairpin,0.88,75.5,0.0,2,MEDIUM
Car,86.8,37.4,School,0.765,72.2,0.0,9,HIGH
Police,60.9,174.5,Construction,0.851,46.7,0.0,3,HIGH
Police,85.3,315.0,Construction,0.65,59.5,179.3,14,MEDIUM
Bike,106.4,169.1,None,0.735,65.6,2112.6,1,MEDIUM
Truck,23.5,211.3,None,0.776,28.0,200.3,4,MEDIUM
Container,93.6,138.8,Hairpin,0.878,61.0,145.7,16,MEDIUM
Auto,58.9,324.4,None,0.954,93.9,1260.0,20,LOW
Bike,33.6,100.3,None,0.724,52.8,2060.9,11,LOW
Truck,98.7,137.1,Hospital,0.979,75.0,0.0,14,HIGH
Container,34.1,280.7,Accident,0.72,71.5,152.5,3,MEDIUM
Bus,23.8,327.6,None,0.781,26.6,843.1,16,LOW
Police,3.8,32.5,Flood,0.865,82.9,0.0,19,MEDIUM
Lorry,72.0,125.8,None,0.616,55.5,930.3,3,MEDIUM
Truck,66.1,153.8,None,0.9,30.0,2343.2,0,MEDIUM
Bike,53.4,25.9,Construction,0.66,39.8,111.8,15,MEDIUM
Bus,32.3,28.7,Flood,0.952,42.9,0.0,21,MEDIUM
Auto,35.0,219.8,None,0.967,84.4,692.2,8,LOW
Truck,74.5,68.2,RoadBlock,0.898,92.8,0.0,10,MEDIUM
Car,59.6,147.7,None,0.995,86.6,254.2,13,LOW
Truck,9.4,355.7,School,0.804,66.6,0.0,9,MEDIUM
Bike,83.4,194.1,None,0.79,15.2,2261.7,11,MEDIUM
Bike,55.2,132.7,Hairpin,0.644,73.3,0.0,5,MEDIUM
Tanker,21.0,224.1,RoadBlock,0.94,42.7,0.0,6,MEDIUM
Bus,68.1,131.9,Accident,0.809,80.8,0.0,12,HIGH
Ambulance,100.0,95.4,None,0.81,65.4,285.7,17,LOW
Police,3.6,150.7,None,0.944,14.1,629.1,12,LOW
Car,76.1,355.5,None,0.946,92.5,1452.0,14,LOW
Container,106.1,193.3,Hospital,0.906,47.0,0.0,19,HIGH
Lorry,20.3,146.8,None,0.846,51.6,832.8,22,MEDIUM
Bus,89.9,33.0,Hospital,0.574,84.7,0.0,1,HIGH
Ambulance,13.4,14.6,None,0.584,49.3,1736.9,4,LOW
Car,50.3,325.2,None,0.789,78.9,2806.5,0,LOW
Container,48.7,126.4,Hairpin,0.892,30.7,99.9,16,MEDIUM
Bus,28.5,132.1,None,0.931,77.4,954.2,6,LOW
Truck,77.7,132.3,Bridge,0.734,92.3,29.5,4,MEDIUM
Tanker,8.1,335.5,Hospital,0.893,40.8,0.0,0,HIGH
Truck,62.5,25.9,None,0.804,34.5,2111.3,19,MEDIUM
Truck,73.5,307.5,School,0.99,42.3,0.0,7,HIGH
Truck,60.7,236.2,None,0.885,70.1,1841.0,2,MEDIUM
Container,0.2,112.1,None,0.847,19.2,695.1,22,MEDIUM
Lorry,19.4,85.2,Bridge,0.996,41.0,163.1,19,LOW
Lorry,104.6,145.0,None,0.882,68.1,1604.8,17,MEDIUM
Car,26.7,275.4,None,0.707,71.1,2933.1,0,LOW
Tanker,91.4,57.4,None,0.728,21.4,2735.3,13,MEDIUM
Bus,21.3,114.7,None,0.723,83.5,2983.7,16,LOW
Auto,92.5,124.3,None,0.549,67.4,2343.6,3,MEDIUM
Lorry,83.7,345.9,None,0.894,37.9,610.8,10,MEDIUM
Truck,89.4,326.0,Flood,0.732,81.2,15.2,2,HIGH
Police,70.0,53.6,None,0.809,64.0,774.9,3,LOW
Auto,84.8,231.2,None,0.767,65.9,2875.5,18,LOW
Truck,66.1,226.0,None,0.887,58.3,717.4,11,LOW
Ambulance,49.9,61.2,Hairpin,0.923,82.8,44.9,19,MEDIUM
Lorry,45.8,5.8,None,0.816,19.7,1856.2,0,MEDIUM
Tanker,91.1,323.1,None,0.952,34.8,1494.7,23,MEDIUM
Container,102.2,270.0,None,0.524,88.5,2342.6,13,MEDIUM
Police,98.0,122.5,Flood,0.873,79.4,0.0,11,MEDIUM
Truck,89.2,202.2,School,0.977,13.0,0.0,6,HIGH
Bike,19.2,173.5,None,0.356,69.3,1057.7,3,LOW
Tanker,17.2,85.2,None,0.923,34.0,2213.8,17,LOW
Lorry,56.4,156.4,None,0.884,12.7,1494.8,21,LOW
Lorry,36.2,183.3,Construction,0.757,99.3,0.0,10,MEDIUM
Lorry,20.9,247.6,School,0.723,47.5,0.0,14,HIGH
Truck,59.2,127.0,None,0.983,45.6,307.7,16,LOW
Police,103.7,65.7,Accident,0.716,43.8,0.0,1,HIGH
Bus,59.8,157.5,None,0.818,91.0,684.7,8,LOW
Ambulance,103.0,246.9,None,0.722,54.9,2366.3,4,MEDIUM
Bus,31.3,104.6,None,0.813,58.5,764.4,1,LOW
Ambulance,86.5,289.0,None,0.976,67.6,699.2,4,LOW
Ambulance,87.4,316.7,RoadBlock,0.702,31.4,0.0,15,HIGH
Lorry,106.3,33.8,None,0.491,93.3,883.2,6,MEDIUM
Ambulance,71.5,178.0,None,0.525,17.3,2169.9,13,MEDIUM
Container,18.2,265.8,Flood,0.845,42.3,0.0,16,MEDIUM
Bike,99.4,42.6,None,0.973,99.2,1854.6,19,LOW
Car,50.3,105.3,None,0.818,89.0,2401.8,16,LOW
Bike,13.8,277.7,None,0.263,16.1,1625.0,18,MEDIUM
Bus,19.1,195.8,Hairpin,0.736,21.9,136.8,10,MEDIUM
Lorry,102.4,193.9,None,0.58,57.1,730.4,0,MEDIUM
Car,101.9,277.7,Flood,0.919,87.7,0.0,6,MEDIUM
Truck,43.8,3.2,None,0.996,90.7,1041.7,19,LOW
Ambulance,56.3,262.4,None,0.918,83.6,1685.4,0,LOW
Container,14.6,160.2,None,0.696,85.4,2346.0,14,LOW
Police,80.0,322.1,None,0.97,51.5,2781.9,15,LOW
Container,64.1,66.2,None,0.823,74.1,2076.6,5,LOW
Truck,108.2,202.8,School,0.644,28.2,0.0,16,HIGH
Bus,62.3,188.3,None,0.671,71.9,1021.9,6,MEDIUM
Bus,55.6,122.5,None,0.976,46.8,1870.5,23,LOW
Car,50.1,324.3,Accident,0.737,47.3,0.0,20,MEDIUM
Truck,75.8,297.8,Construction,0.981,80.7,0.0,14,MEDIUM
Police,35.0,50.2,None,0.982,22.9,1360.9,19,LOW
Police,27.8,247.6,Construction,0.892,29.4,0.0,5,MEDIUM
Tanker,44.6,222.7,Accident,0.974,84.0,75.2,17,MEDIUM
Tanker,7.4,34.8,None,0.799,83.6,2529.9,17,LOW
Bike,31.6,97.4,Bridge,0.855,97.4,0.0,11,LOW
Truck,19.7,243.5,None,0.526,52.6,1886.5,18,LOW
Auto,25.4,48.4,Accident,0.802,72.4,0.0,0,MEDIUM
Ambulance,106.6,131.2,School,0.695,57.7,0.0,8,HIGH
Ambulance,72.4,114.2,None,0.647,36.9,2725.0,15,MEDIUM
Car,70.3,330.2,None,0.453,89.1,1889.3,17,LOW
Truck,46.8,40.2,None,0.904,44.7,1877.7,14,LOW
Car,85.0,337.9,RoadBlock,0.767,13.5,0.0,12,HIGH
Police,82.2,338.1,Hairpin,0.753,23.9,0.0,21,HIGH
Car,25.7,87.8,None,0.845,29.0,832.0,18,LOW
Bus,70.1,297.7,None,0.951,56.6,222.3,14,LOW
Tanker,45.8,6.4,None,0.961,84.4,220.1,18,LOW
Truck,75.8,292.4,None,0.739,52.9,2524.4,5,MEDIUM
Police,15.2,222.5,None,0.637,39.8,386.1,7,LOW
Car,39.8,15.9,Bridge,0.785,84.0,46.4,1,LOW
Container,9.6,216.5,None,0.953,23.5,1324.1,1,LOW
Container,6.8,307.6,None,0.824,21.4,1795.8,3,MEDIUM
Lorry,43.3,156.5,Bridge,0.931,26.7,0.0,14,MEDIUM
Police,106.8,315.1,Accident,0.714,34.7,57.7,2,HIGH
Auto,80.4,224.7,Construction,0.744,19.5,0.0,7,HIGH
Car,29.0,193.2,None,0.919,80.4,249.5,18,LOW
Car,72.6,331.9,Flood,0.721,62.3,0.0,22,MEDIUM
Ambulance,27.4,69.1,None,0.837,43.6,2093.2,5,LOW
Bus,85.8,90.9,None,0.63,20.0,581.3,11,MEDIUM
Auto,99.2,81.6,None,0.885,12.0,1294.8,8,MEDIUM
Auto,86.1,169.1,None,0.513,72.1,2273.2,0,MEDIUM
Car,76.5,197.6,None,0.82,58.2,823.7,9,LOW
Ambulance,76.5,350.1,None,0.613,28.4,1109.2,11,MEDIUM
Car,44.7,339.1,Accident,0.854,32.6,0.0,17,MEDIUM
Truck,41.3,256.6,Accident,0.772,22.2,128.1,1,MEDIUM
Truck,39.7,191.7,None,0.756,37.7,2668.5,9,LOW
Lorry,15.0,44.6,Hairpin,0.896,14.2,0.0,8,HIGH
Car,49.8,229.9,Bridge,0.858,95.1,0.0,5,LOW
Lorry,17.8,24.5,Bridge,0.847,40.8,0.0,5,MEDIUM
Bus,102.2,175.8,Bridge,0.949,67.4,0.0,2,MEDIUM
Container,14.9,183.3,None,0.799,53.3,2342.6,11,LOW
Car,100.0,68.0,Construction,0.952,73.5,84.8,23,MEDIUM
Container,9.7,4.2,None,0.747,81.6,2676.4,10,LOW
Car,92.1,173.9,Bridge,0.93,60.9,0.0,18,MEDIUM
Bike,86.0,204.0,None,0.485,59.4,991.1,22,MEDIUM
Auto,49.5,75.0,RoadBlock,0.424,66.0,0.0,6,MEDIUM
Tanker,42.2,148.2,Bridge,0.711,65.1,0.0,5,MEDIUM
Bus,66.8,200.8,School,0.866,19.3,19.1,0,HIGH
Bike,52.8,323.2,Bridge,0.969,46.1,0.0,4,MEDIUM
Tanker,15.2,193.6,None,0.792,86.6,2803.8,2,LOW
Auto,103.1,86.2,Hairpin,0.736,71.6,0.0,10,HIGH
Ambulance,5.2,127.2,None,0.91,68.9,119.1,19,LOW
Bus,56.4,293.3,Hairpin,0.762,35.1,0.0,4,HIGH
Police,37.2,22.7,None,0.782,70.2,1194.3,6,LOW
Police,69.5,300.2,None,0.885,77.7,1554.0,18,LOW
Bus,38.5,253.6,Hospital,0.688,11.6,0.0,12,HIGH
Tanker,18.0,193.2,Hospital,0.974,54.3,113.5,6,MEDIUM
Container,33.4,79.1,Construction,0.93,55.7,107.7,4,MEDIUM
Police,47.2,39.7,Hospital,0.967,24.0,151.0,7,MEDIUM
Container,66.0,30.8,Bridge,0.921,67.9,41.4,12,LOW
Ambulance,57.6,240.4,None,0.964,90.9,1485.5,15,LOW
Bike,0.5,316.2,None,0.941,81.9,1228.6,8,LOW
Bus,5.4,228.3,School,0.855,59.8,25.1,13,MEDIUM
Lorry,1.9,279.5,School,0.63,14.6,0.0,18,HIGH
Bike,21.4,350.9,None,0.938,83.2,2841.8,10,LOW
Tanker,3.4,326.8,Hairpin,0.87,52.2,0.0,5,HIGH
Truck,24.9,243.6,None,0.745,44.6,2314.7,22,LOW
Container,31.4,330.7,None,0.617,33.3,1159.4,0,MEDIUM
Tanker,15.0,332.0,RoadBlock,0.878,83.4,69.4,4,MEDIUM
Truck,70.9,59.5,None,0.921,67.5,2951.7,7,LOW
Car,73.6,185.1,None,0.776,94.8,1889.7,15,LOW
Police,78.5,31.1,Flood,0.947,72.2,0.0,14,MEDIUM
Bus,47.5,70.8,None,0.941,85.0,432.8,22,LOW
Bus,10.1,323.9,Flood,0.946,46.4,0.0,16,MEDIUM
Tanker,76.4,16.7,None,0.978,17.1,1620.4,22,MEDIUM
Truck,69.5,33.4,Accident,0.768,94.9,193.3,0,MEDIUM
Bike,48.5,175.2,None,0.969,12.2,783.3,15,LOW
Police,22.9,336.7,None,0.975,99.8,755.5,18,LOW
Lorry,22.3,211.6,Bridge,0.998,64.1,0.0,18,LOW
Bike,73.8,73.4,None,0.967,15.8,134.9,11,LOW
Auto,14.4,60.6,Hairpin,0.81,68.0,0.0,10,MEDIUM
Bike,0.4,307.6,None,0.877,14.4,926.5,13,LOW
Bike,93.1,234.2,None,0.963,89.0,1746.8,20,LOW
Container,53.2,167.0,RoadBlock,0.709,98.8,83.7,17,MEDIUM
Container,7.5,147.6,None,0.992,18.6,921.1,22,MEDIUM
Bus,38.3,299.6,None,0.824,79.5,125.8,5,LOW
Bike,101.6,310.7,None,0.596,78.6,1082.3,12,MEDIUM
Auto,2.1,229.5,Accident,0.929,39.7,0.0,9,MEDIUM
Container,9.3,46.1,None,0.833,65.7,2409.2,2,LOW
Ambulance,69.1,34.3,Accident,0.881,99.6,21.9,5,MEDIUM
Container,52.6,278.3,School,0.947,62.0,0.0,17,MEDIUM
Ambulance,21.3,290.5,Accident,0.991,81.6,0.0,14,MEDIUM
Ambulance,33.7,198.8,RoadBlock,0.594,78.0,169.2,8,MEDIUM
Car,106.1,203.1,Hospital,0.452,76.4,0.0,5,HIGH
Tanker,3.1,257.1,Hospital,0.763,42.6,0.0,18,HIGH
Auto,102.6,336.9,School,0.779,10.7,0.0,19,HIGH
Ambulance,108.2,13.7,None,0.992,41.8,881.7,5,MEDIUM
Police,88.4,179.6,Hairpin,0.94,74.6,0.0,13,HIGH
Tanker,52.3,302.4,None,0.935,89.2,1758.6,1,LOW
Container,104.8,294.0,None,0.983,33.7,922.3,6,MEDIUM
Police,13.8,128.6,None,0.961,56.9,1950.4,20,LOW
Lorry,30.6,292.3,Hospital,0.854,20.2,0.0,23,HIGH
Auto,43.4,321.2,Bridge,0.501,43.3,0.0,11,MEDIUM
Bike,64.2,218.1,Accident,0.948,38.1,0.0,5,MEDIUM
Police,26.5,132.3,Hospital,0.604,66.6,0.0,18,MEDIUM
Car,82.5,351.1,Hairpin,0.761,46.8,0.0,0,HIGH
Bus,12.2,77.7,None,0.742,54.6,2426.1,15,LOW
Container,102.7,96.8,None,0.952,31.6,1693.0,8,MEDIUM
Ambulance,12.7,198.6,Hairpin,0.81,65.8,0.0,13,MEDIUM
Ambulance,88.4,71.3,None,0.871,25.1,2470.4,6,MEDIUM
Container,51.7,203.3,School,0.867,44.7,0.0,18,MEDIUM
Police,25.3,285.6,Accident,0.728,24.9,0.0,8,MEDIUM
Police,52.5,188.8,None,0.925,17.6,2160.7,21,LOW
Lorry,101.9,274.1,Construction,0.877,22.9,0.0,6,HIGH
Truck,89.4,335.7,School,0.979,89.2,113.8,19,MEDIUM
Truck,55.3,263.3,None,0.873,94.7,2915.3,9,LOW
Lorry,49.4,347.8,Construction,0.903,87.8,0.0,11,MEDIUM
Tanker,58.6,122.0,Construction,0.895,80.7,187.1,6,MEDIUM
Police,10.2,288.6,None,0.759,22.8,1556.5,21,LOW
Bike,83.4,68.8,None,0.847,55.5,509.5,15,MEDIUM
Car,42.1,98.8,None,0.883,77.0,1886.3,22,LOW
Tanker,52.5,63.9,None,0.721,56.7,2252.8,5,LOW
Car,5.2,19.6,None,0.645,49.7,911.2,13,LOW
Police,95.0,303.1,None,0.811,13.9,2410.2,10,MEDIUM
Bike,62.0,88.5,None,0.73,12.3,1579.1,0,MEDIUM
Police,94.2,74.6,RoadBlock,0.94,94.7,0.0,9,MEDIUM
Car,75.6,272.7,Accident,0.993,63.9,0.0,17,MEDIUM
Tanker,99.0,208.5,None,0.858,42.4,877.3,8,MEDIUM
Police,63.2,46.0,Accident,0.804,30.3,0.0,8,HIGH
Container,84.2,260.9,RoadBlock,0.633,74.1,54.5,12,MEDIUM
Police,87.1,128.7,School,0.909,11.5,0.0,11,HIGH
Bike,79.8,344.9,None,0.827,20.5,1411.7,23,MEDIUM
Bus,63.9,294.5,None,0.661,50.6,2813.6,17,MEDIUM
Tanker,77.2,244.7,None,0.616,14.6,2038.9,5,MEDIUM
Ambulance,20.5,331.6,None,0.639,18.3,191.1,2,MEDIUM
Car,49.7,338.6,None,0.852,71.6,2769.9,7,LOW
Container,2.2,90.3,None,0.854,94.6,2594.8,15,LOW
Tanker,104.1,43.3,Accident,0.628,73.9,0.0,12,HIGH
Lorry,25.2,135.4,None,0.453,27.9,1654.8,18,MEDIUM
Car,49.6,282.6,Bridge,0.834,79.3,0.0,17,LOW
Ambulance,63.5,172.3,Hairpin,0.65,24.8,0.0,15,HIGH
Ambulance,63.3,273.3,Construction,0.752,66.6,0.0,7,MEDIUM
Bike,28.2,215.7,None,0.917,35.9,2142.6,8,LOW
Car,66.6,163.9,None,0.915,15.3,2560.2,23,MEDIUM
Bike,94.6,303.8,None,0.695,78.4,105.3,20,MEDIUM
Container,50.5,3.8,None,0.986,42.6,1522.9,8,LOW
Police,89.9,107.6,Flood,0.565,86.7,10.6,12,MEDIUM
Ambulance,24.7,119.7,Hospital,0.82,81.9,0.0,21,MEDIUM
Truck,91.5,242.9,None,0.539,25.5,1326.2,16,MEDIUM
Auto,81.5,191.2,Hairpin,0.54,94.9,0.0,4,HIGH
Bus,23.2,52.9,Construction,0.883,17.3,0.0,16,MEDIUM
Car,57.3,47.4,None,0.784,94.5,2124.7,20,LOW
Bike,45.2,295.2,None,0.606,89.8,2504.5,0,LOW
Lorry,21.8,86.0,None,0.841,85.6,125.7,13,LOW
Ambulance,0.8,52.5,Hairpin,0.66,90.1,0.0,1,MEDIUM
Lorry,52.3,356.7,None,0.966,90.2,1804.9,8,LOW
Auto,83.5,241.7,Bridge,0.895,81.1,0.0,0,MEDIUM
Police,17.9,16.0,RoadBlock,0.952,17.5,0.0,12,MEDIUM
Truck,13.9,266.7,Flood,0.98,99.0,0.0,23,MEDIUM
Ambulance,5.9,112.7,None,0.717,80.9,2233.1,18,LOW
Truck,97.7,276.4,School,0.99,24.7,32.6,14,HIGH
Bike,21.4,37.1,None,0.81,66.4,901.0,10,LOW
Container,25.0,90.0,Hairpin,0.55,91.7,0.0,15,HIGH
Auto,52.0,338.5,None,0.978,86.0,2382.4,6,LOW
Bus,32.4,29.2,None,0.956,90.1,619.8,12,LOW
Container,94.8,18.4,None,0.824,93.2,157.9,0,MEDIUM
Tanker,61.1,133.9,Flood,0.999,71.2,0.0,3,HIGH
Car,2.3,171.8,None,0.603,41.4,1990.1,20,LOW
Ambulance,105.4,176.2,Hospital,0.647,67.6,178.7,12,MEDIUM
Police,25.7,132.3,School,0.905,42.1,0.0,12,MEDIUM
Car,8.3,105.5,Hospital,0.999,58.7,0.0,5,MEDIUM
Car,3.0,244.2,None,0.855,79.3,876.6,6,LOW
Auto,65.5,186.5,Accident,0.805,75.2,184.2,19,MEDIUM
Auto,25.4,26.8,Accident,0.804,36.6,0.0,3,HIGH
Ambulance,107.3,130.3,None,0.803,19.7,1251.2,6,MEDIUM
Lorry,106.4,60.5,None,0.944,86.8,184.4,2,MEDIUM
Car,84.8,316.8,None,0.887,47.6,1967.7,9,MEDIUM
Bus,101.1,222.8,None,0.756,52.2,2596.5,18,MEDIUM
Car,80.9,85.6,RoadBlock,0.92,95.6,163.5,22,MEDIUM
Lorry,23.2,282.2,Hospital,0.677,53.6,144.2,7,MEDIUM
Tanker,52.5,133.4,School,0.817,55.7,0.0,9,MEDIUM
Auto,86.2,41.2,None,0.69,26.5,832.5,14,MEDIUM
Ambulance,78.9,134.9,Accident,0.537,78.1,0.0,19,HIGH
Bike,71.3,71.5,None,0.939,51.4,335.6,6,LOW
Tanker,69.7,168.5,Accident,0.945,40.1,0.0,7,HIGH
Bike,102.2,273.3,None,0.936,76.9,1538.9,21,LOW
Car,7.8,190.3,Flood,0.851,55.6,31.2,21,MEDIUM
Truck,102.5,233.5,None,0.604,60.7,1031.7,23,MEDIUM
Ambulance,91.8,35.1,None,0.601,67.0,1006.4,16,MEDIUM
Car,91.9,14.6,None,0.826,35.6,1593.2,20,MEDIUM
Tanker,36.2,1.8,Bridge,0.939,13.0,9.4,3,MEDIUM
Bike,6.0,37.1,Hairpin,0.915,79.7,0.0,12,MEDIUM
Tanker,16.4,48.7,Flood,0.934,33.1,124.8,16,MEDIUM
Car,37.2,131.4,RoadBlock,0.95,91.4,0.0,1,MEDIUM
Car,25.9,84.6,Flood,0.759,22.9,0.0,20,MEDIUM
Police,38.1,201.1,Hairpin,0.986,32.5,0.0,0,MEDIUM
Bike,87.0,172.0,Hairpin,0.554,10.9,132.7,20,HIGH
Truck,55.9,45.5,None,0.879,96.3,2377.4,5,LOW
Bike,89.5,147.4,Accident,0.885,23.7,142.4,13,MEDIUM
Tanker,42.1,71.6,None,0.615,27.3,465.0,16,LOW
Car,56.6,278.5,School,0.598,20.3,0.0,4,HIGH
Auto,26.9,254.2,None,0.66,39.7,2426.5,18,LOW
Police,90.1,220.6,None,0.991,39.9,2484.9,2,MEDIUM
Bike,44.7,224.3,School,0.884,19.6,0.0,18,MEDIUM
Auto,40.0,224.2,None,0.896,22.6,2067.3,3,LOW
Police,8.0,257.5,None,0.995,40.4,1211.8,12,LOW
Bike,71.7,64.2,Hairpin,0.777,71.8,4.6,4,HIGH
Lorry,88.5,109.1,Construction,0.936,44.4,0.0,1,HIGH
Bus,68.7,143.0,None,0.409,76.7,2214.6,6,MEDIUM
Tanker,90.1,273.6,None,0.623,18.9,2948.1,8,MEDIUM
Auto,96.3,191.5,None,0.909,56.0,646.5,20,LOW
Tanker,17.1,5.1,None,0.871,76.7,2150.8,16,LOW
Police,88.7,221.4,School,0.494,71.6,0.0,5,HIGH
Tanker,94.8,181.5,Flood,0.462,48.5,0.0,5,HIGH
Container,14.1,68.3,RoadBlock,0.82,10.2,0.0,19,MEDIUM
Truck,45.4,278.6,Flood,0.791,45.2,0.0,14,MEDIUM
Car,58.5,100.1,Accident,0.932,70.0,146.0,8,MEDIUM
Ambulance,13.5,197.4,Hairpin,0.981,20.6,0.0,19,MEDIUM
Police,85.7,140.3,School,0.768,53.9,0.0,9,HIGH
